Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
23,59,0.0,863,2133,1,1,0,1,1,33.748635,-117.906125,0,40.4,0,0,0,0,1,0,1,0,1,0,70011,1,5,0,0,0,0,11,422.6,0,0.0,0.0,422.6,1,1,551,0
24,82,14.91,788,4900,0,1,1,1,0,34.064073,-117.166158,1,70.05,0,0,2,0,0,0,1,1,2,1,36675,0,3,0,1,1,1,9,564.4,0,134.19,0.0,698.59,1,1,456,0
54,0,27.93,995,4801,1,0,1,0,3,33.735802,-117.818805,1,19.55,0,0,3,2,0,0,1,1,0,1,55062,0,3,0,0,0,0,58,1108.8,0,1619.94,0.0,2728.74,0,0,557,0
78,12,16.83,211,4661,0,1,0,1,2,37.971421,-121.971504,0,85.2,1,0,0,0,1,0,1,0,0,1,39888,0,1,1,0,0,0,47,3969.35,0,791.01,0.0,4760.36,0,1,922,1
34,17,39.6,444,3113,0,0,1,1,1,38.336216,-120.76901,0,49.9,0,1,0,0,0,0,1,0,2,1,6202,1,2,0,0,0,0,1,49.9,0,39.6,0.0,89.5,0,1,1334,1
49,21,34.98,226,5687,0,1,1,1,2,34.097345,-117.906736,0,90.95,0,0,0,4,1,0,1,0,1,1,33817,0,5,0,1,1,0,17,1612.2,0,594.66,0.0,2206.86,0,1,242,0
28,48,8.8,234,5463,2,0,1,1,1,37.306612,-122.080621,1,57.55,0,0,1,2,1,1,0,1,0,1,54431,1,1,0,0,0,0,55,3046.4,60,484.0,0.0,3590.4,1,0,1045,1
38,26,39.63,961,6136,1,1,1,1,2,34.157137,-118.548511,1,109.5,0,0,1,0,1,1,1,1,0,1,27424,1,2,0,1,1,1,70,7534.65,0,2774.1,0.0,10308.75,0,1,210,1
50,7,2.03,352,2867,1,0,0,1,0,33.876482,-118.284077,0,55.65,0,0,0,2,0,0,0,0,1,1,9960,0,5,0,1,1,0,46,2688.85,0,93.38,0.0,2782.23,0,1,74,0
51,25,0.0,820,5658,2,0,1,1,1,38.486502,-121.334051,0,35.8,0,0,0,0,0,0,0,0,1,0,11396,0,3,0,0,0,1,37,1316.9,100,0.0,0.0,1416.9,0,0,1411,0
28,41,17.02,966,2110,0,0,0,1,2,33.507255,-117.029473,0,96.65,1,0,0,4,1,1,1,0,0,1,46171,0,1,0,0,0,1,13,1244.5,0,221.26,0.0,1465.76,1,1,510,1
39,17,23.7,39,2806,0,1,0,1,0,38.32153,-120.236358,0,50.45,0,0,0,5,0,0,1,0,2,1,5159,0,3,0,0,0,0,1,50.45,0,23.7,0.0,74.15,0,1,1112,1
25,0,4.57,901,5306,2,0,0,0,3,34.168686,-118.057505,1,20.1,0,3,1,3,0,0,0,1,1,1,10558,0,3,0,0,0,0,25,486.05,0,114.25,0.0,600.3,1,0,166,0
79,23,8.35,301,5571,0,0,1,1,2,33.141265,-116.967221,0,75.75,1,0,0,0,0,0,1,0,0,1,48690,0,1,1,0,0,0,1,75.75,0,8.35,0.0,84.1,0,1,319,1
21,0,22.96,675,2630,2,0,1,0,3,37.999406,-121.686241,1,19.6,0,1,9,2,0,0,0,1,1,1,27607,0,5,0,0,0,0,40,808.95,0,918.4,0.0,1727.35,1,0,946,0
69,6,33.74,311,5247,0,0,0,1,2,33.362575,-117.299644,1,93.2,1,0,1,0,0,0,1,1,0,1,42239,0,3,1,1,0,1,32,2931.0,0,1079.68,17.88,3992.8,0,1,320,1
45,0,15.77,932,2484,0,0,1,0,3,33.801869,-117.995068,0,19.75,0,0,0,0,0,0,0,0,1,1,29694,0,3,0,0,0,0,1,19.75,0,15.77,0.0,35.52,0,0,126,0
37,24,0.0,810,2315,1,1,1,1,0,38.7904,-121.236973,1,38.1,0,0,10,0,0,0,1,1,1,0,21510,0,5,0,0,0,1,25,970.4,100,0.0,0.0,1070.4,0,0,1359,0
60,27,19.05,731,4498,0,0,0,1,1,34.441123,-117.537886,1,55.95,0,0,3,4,0,0,0,1,0,1,12463,0,1,0,1,1,0,13,734.35,0,247.65,0.0,982.0,0,1,454,1
59,15,33.69,1070,5577,0,0,0,1,2,38.169605,-121.310964,0,80.0,1,0,0,4,0,1,1,0,1,1,4176,0,3,0,0,0,0,13,1029.35,0,437.97,0.0,1467.32,0,0,1135,0
72,28,47.4,541,4999,2,1,0,1,1,34.017697,-118.200577,1,84.1,1,0,5,0,1,1,1,1,1,1,47487,0,3,1,1,1,1,72,6129.65,0,3412.8,0.0,9542.45,0,1,19,0
52,18,24.91,195,4881,0,0,1,1,2,39.07116,-122.598542,0,70.95,0,0,0,0,0,0,0,0,1,1,3684,0,1,0,0,0,0,25,1767.35,20,622.75,0.0,2410.1,0,0,1209,1
51,0,18.62,652,2836,2,0,0,0,3,39.12334,-122.838198,1,20.15,0,3,1,0,0,0,0,1,1,1,2223,0,5,0,0,0,0,10,220.8,0,186.2,0.0,407.0,0,0,1241,0
56,21,9.49,56,4388,0,0,1,1,2,35.280113,-118.962329,0,84.9,1,0,0,0,0,0,1,0,0,1,59195,0,3,0,1,1,0,29,2516.2,0,275.21,47.04,2744.37,0,1,681,0
73,13,49.91,419,6132,2,1,1,1,2,40.342928,-124.063329,1,95.35,1,0,5,0,1,0,1,1,0,1,82,0,3,1,1,1,0,69,6382.0,0,3443.79,0.0,9825.79,0,1,1272,0
35,22,42.18,491,6245,1,0,0,1,2,34.2565,-117.19335,1,95.0,0,2,3,2,1,0,1,1,0,1,9793,0,5,0,1,1,1,57,5535.8,0,2404.26,0.0,7940.06,0,1,446,0
26,76,0.0,695,3955,0,0,1,1,1,36.600185,-119.175655,1,48.55,0,0,4,0,1,0,1,1,0,0,9780,0,2,0,1,1,1,4,201.0,0,0.0,0.0,201.0,1,1,785,1
45,24,45.39,411,2317,0,0,1,1,2,33.86532,-118.396336,0,78.8,0,0,0,4,0,0,0,0,0,1,18693,0,3,0,0,0,1,20,1641.3,0,907.8,0.0,2549.1,0,1,77,0
41,10,5.01,541,4963,0,1,0,1,2,34.017697,-118.200577,1,113.6,1,0,1,0,1,1,1,1,0,1,47487,1,1,0,1,1,1,41,4594.95,0,205.41,0.0,4800.36,0,1,19,1
41,18,27.3,132,5559,0,1,1,1,2,35.151491,-117.927597,0,85.3,0,0,0,0,0,0,0,0,0,1,8316,0,3,0,0,0,1,15,1219.85,0,409.5,0.0,1629.35,0,1,721,0
54,13,0.0,119,4093,2,1,0,1,1,33.845706,-118.012204,0,58.35,0,0,0,1,0,1,1,0,0,0,44442,1,3,0,1,1,1,70,4214.25,0,0.0,0.0,4214.25,0,1,116,0
59,0,25.54,164,4329,2,0,0,0,3,33.859171,-118.252272,1,20.1,0,0,4,0,0,0,0,1,1,1,25566,0,4,0,0,0,0,18,370.5,0,459.72,0.0,830.22,0,0,146,0
79,18,34.01,834,4703,0,0,0,1,2,32.898613,-117.202937,0,91.3,1,0,0,0,1,0,1,0,0,1,4258,0,2,1,0,0,1,12,1094.5,0,408.12,0.0,1502.62,0,1,361,1
76,21,2.9,232,2322,0,0,0,1,2,37.435664,-121.049056,1,74.15,0,0,1,2,0,1,1,1,1,1,1508,0,1,1,0,0,0,42,3229.4,0,121.8,0.0,3351.2,0,1,1144,1
53,3,49.66,711,2429,0,0,1,1,2,33.788208,-118.404955,1,104.6,0,0,1,4,1,1,1,1,0,1,24979,1,3,0,1,1,1,22,2180.55,0,1092.52,0.0,3273.07,0,1,86,0
40,23,22.88,21,3847,0,0,0,1,2,38.431407,-120.8421,0,77.65,0,0,0,0,0,0,1,0,0,1,222,0,2,0,0,0,1,9,714.15,0,205.92,0.0,920.07,0,1,1299,1
36,28,10.92,541,5974,2,1,1,1,1,34.085807,-118.206617,1,90.25,1,0,9,0,1,1,1,1,1,1,38415,1,3,0,1,1,1,72,6369.45,0,786.24,0.0,7155.69,0,1,26,0
27,42,0.0,338,4445,2,0,0,1,1,33.712036,-117.950113,1,34.6,0,0,10,0,0,1,0,1,1,0,54548,1,4,0,0,0,0,23,813.45,0,0.0,0.0,813.45,1,1,556,0
43,22,0.0,990,5269,1,1,0,1,1,36.185471,-119.375243,1,45.0,0,3,3,0,0,1,0,1,1,0,56101,0,3,0,1,1,0,48,2196.3,0,0.0,0.0,2196.3,0,1,667,0
36,29,0.0,908,4840,0,0,0,1,1,37.521708,-120.426843,1,49.95,0,0,1,4,0,0,1,1,0,0,1158,1,1,0,1,1,1,16,810.2,0,0.0,0.0,810.2,0,1,1184,1
19,0,29.15,618,3353,2,0,1,0,3,40.877552,-121.885884,0,20.45,0,1,0,5,0,0,0,0,1,1,431,0,3,0,0,0,0,5,106.9,0,145.75,0.0,252.65,1,0,1537,0
26,26,28.59,834,2931,0,1,1,1,2,32.886925,-117.152162,0,90.7,1,0,0,0,0,0,1,0,1,1,74232,0,1,0,1,1,0,18,1597.25,0,514.62,0.0,2111.87,1,1,365,1
48,16,27.58,586,5066,0,0,1,1,2,39.305545,-123.743697,0,69.95,0,0,0,5,0,0,0,0,0,1,2229,0,1,0,0,0,0,1,69.95,0,27.58,0.0,97.53,0,1,1237,1
35,13,26.43,453,4810,0,1,1,1,2,32.980678,-116.262854,0,95.25,1,0,0,0,1,0,1,0,0,1,3577,0,3,0,1,1,0,10,1021.55,0,264.3,0.0,1285.85,0,1,322,0
26,0,45.87,837,5919,0,0,0,0,3,37.789168,-122.395009,0,19.95,0,3,0,0,0,0,0,0,2,1,2066,0,4,0,0,0,0,8,170.9,0,366.96,0.0,537.86,1,0,874,0
27,73,46.94,758,6088,0,1,1,1,2,34.067932,-117.785168,1,99.8,1,0,1,0,0,0,1,1,0,1,36057,0,1,0,1,1,1,49,4872.45,130,2300.06,0.0,7302.51,1,0,268,1
80,14,6.33,1051,2793,0,0,0,1,2,33.972119,-118.020188,1,76.5,1,1,1,3,0,0,1,1,0,1,26265,0,2,1,0,0,0,37,2868.15,0,234.21,0.0,3102.36,0,1,111,1
46,0,5.69,1047,2712,0,0,0,0,3,40.271535,-121.018087,1,19.85,0,0,0,0,0,0,0,1,2,1,4158,0,4,0,0,0,0,29,573.05,0,165.01,0.0,738.06,0,0,1585,0
62,12,12.42,820,2157,1,0,0,1,0,38.660442,-121.346321,0,50.05,0,0,0,0,0,0,0,0,0,1,20993,1,5,0,0,0,0,41,2029.05,0,509.22,0.0,2538.27,0,1,1420,0
42,26,24.83,126,5104,0,1,0,1,1,35.451402,-119.488413,0,55.8,0,0,0,0,0,1,0,0,1,1,2078,0,4,0,0,0,0,5,300.4,0,124.15,0.0,424.55,0,1,625,0
54,30,2.2,541,4179,0,0,1,1,2,34.003553,-118.308933,1,69.15,0,0,1,0,0,0,1,1,0,1,29299,0,2,0,0,0,0,1,69.15,0,2.2,0.0,71.35,0,1,50,1
59,3,29.16,840,4492,0,0,0,1,1,37.331762,-122.341444,0,44.65,0,0,0,4,0,0,1,0,1,1,291,0,3,0,0,0,0,11,472.25,0,320.76,0.0,793.01,0,1,866,0
54,27,0.0,344,3882,1,0,0,1,1,36.793601,-119.761131,1,33.15,0,0,7,0,0,1,0,1,1,0,39148,1,3,0,0,0,0,12,444.75,0,0.0,0.0,444.75,0,1,814,0
23,27,0.0,861,4051,2,0,0,1,1,32.555828,-117.040073,1,45.4,0,0,1,0,0,1,0,1,0,0,28488,1,4,0,0,0,1,37,1593.1,0,0.0,44.13,1548.97,1,1,373,0
78,28,49.98,326,3509,1,1,0,1,1,34.136367,-117.460803,0,69.75,0,0,0,4,0,1,1,0,2,1,54586,1,3,1,1,1,0,22,1545.4,0,1099.56,0.0,2644.96,0,1,437,0
56,8,16.99,674,5262,0,0,0,1,1,37.758019,-122.138678,0,49.5,0,0,0,0,1,0,0,0,0,1,42854,0,4,0,0,0,0,1,49.5,30,16.99,0.0,96.49,0,0,977,0
57,0,37.62,361,3666,0,0,0,0,3,34.17051,-118.289463,0,19.75,0,0,0,0,0,0,0,0,0,1,23981,0,3,0,0,0,0,1,19.75,0,37.62,0.0,57.37,0,0,177,0
31,22,0.0,482,5995,1,1,0,1,1,34.038983,-117.991372,1,34.7,0,0,1,0,1,0,0,1,2,0,30802,0,2,0,0,0,0,48,1604.5,0,0.0,0.0,1604.5,0,1,255,1
51,30,25.9,472,5907,2,1,0,1,0,38.766036,-120.209673,1,81.25,1,2,10,2,1,1,0,1,1,1,183,1,4,0,0,0,1,56,4620.4,0,1450.4,0.0,6070.8,0,1,1383,0
68,15,25.27,834,5857,0,0,0,1,2,32.707892,-117.05512,1,99.75,1,0,1,0,0,0,0,1,0,1,66838,1,2,1,1,0,1,18,1836.25,0,454.86,0.0,2291.11,0,1,354,1
27,71,24.4,93,3326,0,0,0,1,2,40.94338,-123.831799,0,85.2,1,0,0,0,0,0,1,0,0,1,1584,0,3,0,0,1,1,18,1553.9,0,439.2,0.0,1993.1,1,1,1264,1
29,48,0.0,173,3065,0,0,0,1,0,33.829583,-116.474131,0,24.7,0,1,0,5,0,0,0,0,1,0,43141,0,5,0,0,0,0,1,24.7,70,0.0,0.0,94.7,1,0,385,0
38,0,31.78,311,5748,2,0,1,0,3,33.362575,-117.299644,1,20.35,0,1,2,1,0,0,0,1,1,1,42239,0,5,0,0,0,0,70,1458.1,0,2224.6,35.44,3647.26,0,0,320,0
57,0,3.18,361,4871,2,0,1,0,3,34.195386,-118.238508,0,19.55,0,0,0,0,0,0,0,0,1,1,16910,0,5,0,0,0,0,43,876.15,0,136.74,15.17,997.72,0,0,184,0
35,21,0.0,871,4015,0,0,1,1,1,34.026334,-118.474222,0,24.3,0,0,0,5,0,0,0,0,1,0,19975,0,3,0,0,0,0,5,100.2,0,0.0,0.0,100.2,0,1,103,0
51,2,0.0,535,5633,1,1,1,1,1,33.752524,-118.210737,1,59.3,0,0,1,0,1,1,0,1,0,0,38427,0,1,0,1,1,1,51,3014.65,0,0.0,0.0,3014.65,0,1,147,1
35,4,0.0,655,4119,0,1,0,1,1,35.050345,-120.489599,0,50.75,0,0,0,3,0,0,1,0,0,0,15405,0,3,0,1,1,1,39,2011.4,0,0.0,0.0,2011.4,0,1,706,1
49,0,27.04,1073,3027,0,0,1,0,3,34.178068,-118.615714,0,20.7,0,0,0,0,0,0,1,0,1,1,36123,0,4,0,0,0,0,4,83.75,0,108.16,0.0,191.91,0,0,215,0
53,0,10.14,12,3389,0,0,1,0,3,34.074736,-118.145959,0,21.05,0,1,0,0,0,0,1,0,2,1,30635,0,3,0,0,0,0,1,21.05,0,10.14,0.0,31.19,0,0,281,0
42,0,23.67,974,4639,0,0,0,0,3,34.214054,-118.88109,0,19.65,0,0,0,5,0,0,0,0,1,1,42526,0,3,0,0,0,0,1,19.65,0,23.67,0.0,43.32,0,0,211,0
41,3,30.8,674,5017,0,0,1,1,2,37.739113,-122.175602,0,95.9,0,0,0,0,0,0,1,0,0,1,31392,1,3,0,1,1,1,9,827.45,0,277.2,0.0,1104.65,0,1,976,0
36,51,9.5,388,4952,1,0,1,1,2,38.848082,-123.50608,1,84.2,1,3,6,0,1,0,0,1,0,1,1916,1,5,0,0,0,0,51,4299.75,0,484.5,39.68,4744.57,0,1,1224,0
28,0,23.12,130,5462,1,0,0,0,3,32.690654,-115.431225,0,20.55,0,0,0,0,0,0,0,0,0,1,27804,0,5,0,0,0,0,67,1343.4,0,1549.04,30.53,2861.91,1,0,383,0
37,18,11.96,301,5953,0,0,1,1,2,33.141265,-116.967221,0,89.05,1,0,0,0,0,0,1,0,1,1,48690,1,3,0,1,1,0,16,1448.6,0,191.36,0.0,1639.96,0,1,319,1
44,0,47.24,506,4747,2,0,0,0,3,36.444232,-119.718285,1,20.05,0,0,1,0,0,0,0,1,0,1,2900,0,3,0,0,0,0,72,1423.65,0,3401.28,0.0,4824.93,0,0,646,0
61,24,27.62,23,6092,0,0,1,1,0,33.83796,-117.870494,0,69.9,0,0,0,2,1,1,1,0,1,1,34398,1,4,0,0,0,1,54,3883.3,0,1491.48,0.0,5374.78,0,1,563,0
55,10,20.36,46,5750,0,1,0,1,2,37.321233,-120.656354,0,109.9,1,0,0,5,1,0,1,0,1,1,27808,1,1,0,1,1,1,6,669.45,0,122.16,0.0,791.61,0,1,1136,1
50,0,19.09,43,5668,2,0,1,0,3,35.116307,-118.817644,1,25.4,1,2,10,0,0,0,0,1,0,1,16206,0,4,0,0,0,0,68,1620.2,0,1298.12,9.34,2908.98,0,0,622,0
48,0,20.11,145,3043,2,0,0,0,3,38.233879,-120.861666,1,24.65,1,1,7,2,0,0,1,1,0,1,75,0,4,0,0,0,0,45,1138.8,0,904.95,0.0,2043.75,0,0,1115,0
20,48,12.28,303,5162,2,1,1,1,1,34.9436,-115.287901,0,59.2,0,0,0,0,0,1,1,0,0,1,115,1,3,0,0,0,0,55,3175.85,0,675.4,0.0,3851.25,1,1,434,0
49,0,11.6,477,4453,2,0,0,0,3,37.285677,-122.224165,1,19.3,0,1,8,3,0,0,0,1,1,1,1622,0,4,0,0,0,0,30,602.9,0,348.0,0.0,950.9,0,0,845,0
34,18,34.02,143,5540,1,1,1,1,1,37.279689,-121.954567,1,80.0,1,0,9,0,1,1,0,1,1,1,44976,1,3,0,1,1,0,63,5040.2,0,2143.26,0.0,7183.46,0,1,1042,0
75,22,46.05,675,4819,0,0,0,1,2,37.999406,-121.686241,1,84.0,1,0,1,0,0,0,1,1,0,1,27607,0,3,1,1,0,0,8,613.4,0,368.4,0.0,981.8,0,1,946,1
58,10,26.47,834,2384,0,0,1,1,2,32.825086,-117.199424,0,80.2,0,0,0,0,0,0,1,0,0,1,51213,0,1,0,1,1,0,2,181.1,10,52.94,0.0,244.04,0,0,357,1
34,0,9.44,927,4745,0,0,0,0,3,32.726627,-116.994608,0,19.25,0,0,0,5,0,0,1,0,0,1,56100,0,3,0,0,0,0,1,19.25,0,9.44,0.0,28.69,0,0,304,0
39,28,14.75,608,4292,0,0,1,1,2,37.671806,-121.007575,1,69.35,0,0,1,5,0,0,1,1,0,1,52872,0,1,0,0,0,0,7,451.1,10,103.25,0.0,564.35,0,0,1170,1
35,16,13.04,543,3574,0,0,0,1,2,37.233034,-121.947427,0,74.75,1,0,0,0,0,0,1,0,1,1,24443,0,5,0,0,0,0,16,1129.35,0,208.64,39.99,1298.0,0,1,1051,0
60,18,0.0,981,3585,1,0,0,1,1,33.833699,-118.314387,0,30.15,0,0,0,3,0,1,0,0,1,0,40705,0,4,0,0,0,0,32,927.65,0,0.0,0.0,927.65,0,1,105,0
45,8,9.34,946,4417,0,0,0,1,2,33.707483,-117.200006,0,85.15,0,0,0,3,0,0,0,0,0,1,18161,1,2,0,0,0,1,30,2555.9,0,280.2,0.0,2836.1,0,1,506,1
20,52,44.79,638,5954,1,1,0,1,2,38.489789,-122.27011,1,101.25,1,1,1,2,0,0,0,1,0,1,63947,0,5,0,1,1,1,52,5301.1,0,2329.08,0.0,7630.18,1,1,943,0
21,0,5.1,227,5750,0,0,0,0,3,40.080342,-120.957805,0,19.55,0,0,0,0,0,0,0,0,1,1,178,0,3,0,0,0,0,1,19.55,0,5.1,0.0,24.65,1,0,1441,0
43,21,19.04,466,3262,2,1,0,1,2,38.631489,-120.015167,0,102.5,0,0,0,2,0,1,1,0,1,1,129,1,3,0,1,1,1,48,4904.25,0,913.92,0.0,5818.17,0,1,1336,0
64,0,32.93,541,5623,1,0,1,0,3,34.085807,-118.206617,1,24.45,1,0,7,0,0,0,1,1,2,1,38415,0,3,0,0,0,0,56,1431.65,0,1844.08,0.0,3275.73,0,0,26,0
72,13,10.03,1020,3860,2,1,0,1,2,36.391777,-119.372842,0,99.75,1,0,0,0,0,0,1,0,0,1,36718,0,3,1,1,0,1,39,4036.0,0,391.17,0.0,4427.17,0,1,675,0
56,0,34.84,199,6201,2,0,0,0,3,36.917652,-119.593757,1,24.2,1,1,7,0,0,0,1,1,1,1,46858,0,3,0,0,0,0,61,1445.2,0,2125.24,0.0,3570.44,0,0,761,0
19,48,44.85,781,5735,1,1,0,1,2,33.624654,-117.611733,0,84.25,1,0,0,0,0,1,1,0,1,1,42193,0,4,0,0,0,0,55,4589.85,0,2466.75,0.0,7056.6,1,1,546,0
76,7,0.0,430,5089,1,0,1,1,1,40.648024,-123.465088,1,36.1,0,0,2,2,0,1,0,1,0,0,268,1,3,1,0,0,0,63,2298.9,0,0.0,0.0,2298.9,0,1,1522,0
30,85,13.04,99,2899,0,0,1,1,2,32.67117,-117.00232,0,70.1,0,0,0,0,0,0,1,0,1,1,17389,0,1,0,0,0,0,8,551.35,10,104.32,0.0,665.67,0,0,283,1
29,0,32.01,525,2158,0,0,1,0,3,37.361987,-120.748394,0,19.85,0,0,0,5,0,0,0,0,2,1,12672,0,1,0,0,0,0,3,64.55,0,96.03,0.0,160.58,1,0,1161,1
56,11,5.3,409,5346,0,0,0,1,2,37.991259,-122.214945,0,80.55,1,1,0,0,0,1,0,0,1,1,22479,0,4,0,0,0,0,2,188.1,0,10.6,0.0,198.7,0,1,937,0
38,27,42.46,97,4996,0,0,1,1,0,35.523991,-118.400432,0,89.55,0,0,0,5,0,0,1,0,0,1,1954,0,2,0,1,1,1,1,89.55,0,42.46,0.0,132.01,0,1,624,1
62,23,48.29,129,3359,0,0,0,1,1,34.130861,-118.68346,1,56.6,1,0,5,0,1,0,0,1,1,1,23661,0,5,0,0,0,0,40,2379.1,0,1931.6,0.0,4310.7,0,1,187,0
36,13,31.79,948,5586,0,1,1,1,2,34.282704,-118.312929,1,103.05,1,0,4,0,1,1,1,1,0,1,18752,1,4,0,0,0,1,57,5925.75,0,1812.03,0.0,7737.78,0,1,168,0
22,76,38.83,436,2939,0,1,0,1,2,36.869584,-118.189241,1,94.2,0,0,1,5,0,0,1,1,0,1,734,0,1,0,1,1,1,8,777.3,0,310.64,0.0,1087.94,1,1,731,1
30,30,38.88,837,4509,0,0,1,1,2,37.820894,-122.369725,0,73.5,0,0,0,0,0,1,1,0,0,1,1458,0,1,0,0,0,0,11,791.75,0,427.68,0.0,1219.43,0,1,892,1
39,21,0.0,819,5422,1,1,1,1,1,34.186211,-117.07683,1,42.35,0,0,1,2,1,1,1,1,0,0,5395,0,1,0,0,0,0,40,1716.45,0,0.0,0.0,1716.45,0,1,459,1
26,0,32.28,648,4811,1,0,1,0,3,37.343846,-121.039391,1,23.75,1,0,6,0,0,0,1,1,1,1,8504,0,4,0,0,0,0,62,1446.8,0,2001.36,0.0,3448.16,1,0,1177,0
60,4,19.08,834,2341,0,1,0,1,2,32.898613,-117.202937,1,105.0,1,0,1,0,0,0,1,1,0,1,4258,1,1,0,1,1,1,38,4026.4,0,725.04,0.0,4751.44,0,1,361,1
54,10,25.4,1051,3866,0,0,0,1,1,33.960891,-118.032222,0,69.5,1,0,0,3,1,1,1,0,0,1,38181,0,4,0,0,0,1,26,1800.05,0,660.4,0.0,2460.45,0,1,114,0
77,19,8.06,189,2578,1,0,0,1,2,32.607964,-117.059459,0,89.35,0,0,0,5,0,0,1,0,0,1,71126,0,3,1,1,0,1,6,567.8,0,48.36,0.0,616.16,0,1,287,0
39,13,38.67,170,5219,0,0,0,1,0,41.121108,-122.336613,1,91.15,1,0,1,0,1,0,1,1,0,1,228,0,2,0,1,1,0,31,2995.45,0,1198.77,0.0,4194.22,0,0,1502,1
50,7,26.15,863,5170,1,0,1,1,2,33.714829,-117.872941,1,100.3,1,0,2,0,1,0,0,1,1,1,62634,0,2,0,1,1,1,56,5614.45,100,1464.4,0.0,7178.85,0,0,555,1
62,24,19.08,776,5283,0,0,1,1,2,38.602723,-121.279913,0,75.2,1,0,0,0,0,0,0,0,1,1,49729,0,2,0,0,0,0,49,3678.3,20,934.92,0.0,4633.22,0,0,1354,1
50,15,18.57,669,3258,0,0,0,1,2,37.140104,-119.657092,0,74.8,0,0,0,2,1,0,0,0,1,1,173,0,3,0,0,0,0,40,2971.7,0,742.8,0.0,3714.5,0,1,783,0
60,9,0.0,834,5565,0,0,0,1,1,32.827238,-117.089287,0,30.55,0,0,0,0,0,0,0,0,1,0,30206,1,4,0,0,0,0,1,30.55,40,0.0,0.0,70.55,0,0,364,0
48,3,15.78,837,3378,0,0,1,1,2,37.789168,-122.395009,0,93.7,1,0,0,0,1,1,1,0,0,1,2066,0,1,0,1,1,0,46,4154.8,0,725.88,0.0,4880.68,0,1,874,1
26,0,39.44,508,4241,2,0,0,0,3,39.806141,-123.531098,1,19.1,0,0,2,0,0,0,0,1,1,1,2706,0,4,0,0,0,0,71,1372.45,0,2800.24,0.0,4172.69,1,0,1232,0
45,0,30.22,300,3416,2,0,0,0,3,37.818543,-121.006907,0,25.3,1,2,0,4,0,0,0,0,1,1,11474,0,4,0,0,0,0,18,454.65,0,543.96,0.0,998.61,0,0,1149,0
27,59,1.63,570,2172,0,0,0,1,2,37.526791,-119.99437,0,84.3,0,0,0,0,1,0,0,0,0,1,10226,0,1,0,0,0,1,1,84.3,10,1.63,0.0,95.93,1,0,1165,1
29,51,4.48,834,5269,0,1,0,1,0,32.961064,-117.134917,0,87.25,1,0,0,0,0,0,1,0,0,1,47224,1,1,0,0,0,0,45,3941.7,0,201.6,0.0,4143.3,1,1,368,1
74,11,48.92,820,4483,1,0,0,1,2,38.550722,-121.457314,0,101.4,1,0,0,2,0,1,1,0,0,1,14966,0,4,1,1,0,1,60,6176.6,0,2935.2,0.0,9111.8,0,1,1400,0
53,5,29.52,851,4519,0,0,1,1,1,34.122671,-118.112911,0,45.0,0,0,0,0,0,0,1,0,0,1,13158,0,3,0,0,0,0,19,865.85,0,560.88,22.55,1404.18,0,1,176,0
21,42,48.3,365,4099,0,1,0,1,0,35.735694,-118.738483,0,57.55,0,0,0,0,0,0,0,0,0,1,296,0,3,0,0,0,1,3,161.45,0,144.9,0.0,306.35,1,1,638,0
56,15,33.25,1059,4203,2,1,0,1,2,38.392559,-121.225093,1,113.05,1,2,4,1,1,1,1,1,1,1,5889,1,5,0,1,1,1,70,7869.05,0,2327.5,0.0,10196.55,0,1,1373,0
37,24,4.82,1024,5940,1,1,1,1,1,34.018354,-117.85492,0,61.1,0,0,0,2,0,0,1,0,0,1,45118,0,5,0,1,1,0,53,3357.9,0,255.46,0.0,3613.36,0,1,276,0
29,51,23.31,301,4161,2,1,1,1,1,33.141265,-116.967221,1,80.9,1,0,1,0,1,0,0,1,0,1,48690,0,3,0,1,1,1,61,4932.5,0,1421.91,0.0,6354.41,1,1,319,0
33,30,35.09,1055,2776,0,0,1,1,1,40.949012,-123.655847,1,45.25,0,2,8,5,0,0,0,1,1,1,1666,0,5,0,0,0,0,4,155.35,0,140.36,0.0,295.71,0,1,1295,0
35,0,34.46,966,4157,2,0,1,0,3,33.540604,-117.10909,1,19.9,0,0,8,2,0,0,0,1,1,1,25655,0,3,0,0,0,0,53,1110.05,0,1826.38,0.0,2936.43,0,0,509,0
48,4,12.5,510,3319,0,1,0,1,2,34.845861,-118.885163,0,74.75,0,0,0,0,0,0,1,0,2,1,1247,0,3,0,0,0,0,3,238.1,0,37.5,38.84,236.76,0,1,647,0
21,48,16.78,234,5947,2,1,0,1,2,37.306612,-122.080621,1,114.2,1,0,1,1,1,1,1,1,0,1,54431,1,1,0,1,1,1,70,7723.9,0,1174.6,48.54,8849.96,1,1,1045,1
72,13,18.2,1075,2146,0,0,0,1,2,34.358321,-117.618263,0,70.55,0,0,0,5,0,0,1,0,0,1,4253,0,3,1,0,0,0,1,70.55,0,18.2,0.0,88.75,0,1,464,1
